;X;sh;phylum;class;order;family;genus;species
1098;397275;HM486967.1.1359;Incertae Sedis;Cladochytriales;Chytridiales;Nowakowskiella;uncultured;uncultured fungus
1099;398799;KT923266.1.1379;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Mortierella
1100;399191;EF023376.1.1851;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Eimeriidae
1101;400695;JNEO01017498.2843.4069;Entomophthoromycotina;Basidiobolales;Basidiobolales;Basidiobolus;Basidiobolus;Basidiobolus meristosporus B9252
1102;401423;GU825624.1.1390;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured eukaryote
1103;402469;EF100268.1.1402;Incertae Sedis;Chytridiales;Chytridiales;uncultured;uncultured;uncultured eukaryote
1104;402471;EF100286.1.1342;Incertae Sedis;Chytridiales;Chytridiales;uncultured;uncultured;uncultured eukaryote
1105;402703;JNEM01014613.13385.14811;Entomophthoromycotina;Entomophthorales;Entomophthorales;Conidiobolus;Conidiobolus;Conidiobolus incongruus B7586
1106;404446;EF109863.1.1220;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
1107;405584;KX771763.1.1736;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured eukaryote
1108;407221;KX533355.1.1361;Mucoromycotina;Mucorales;Mucorales;Rhizopus;uncultured;uncultured marine eukaryote
1109;412499;KU359454.1.1772;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured fungus
1110;415293;MCGN01000039.3501.5326;Mucoromycotina;Mucorales;Mucorales;Syncephalastrum;Syncephalastrum;Syncephalastrum racemosum
1111;416188;JX294297.1.1779;Mucoromycotina;Mucorales;Mucorales;Cunninghamella;uncultured;uncultured fungus
1112;417458;FPLS01007336.63.1313;Glomeromycotina;Glomerales;Glomerales;Claroideoglomus;metagenome;
1113;417605;FPLS01038904.11.1272;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1114;417830;FPLS01059722.6.1236;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1115;418248;EF023703.1.1854;Mucoromycotina;Endogonales;Endogonales;uncultured;uncultured;uncultured Eimeriidae
1116;429079;EF024210.1.1789;Incertae Sedis;Neocallimastigales;Neocallimastigales;uncultured;uncultured;uncultured Nucleariidae
1117;429092;EF024695.1.1787;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Eimeriidae
1118;433420;EF100195.1.1563;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured eukaryote
1119;433746;KX771764.1.1725;Incertae Sedis;Chytridiales;Chytridiales;uncultured eukaryote;uncultured;uncultured eukaryote
1120;435922;ACDU01008454.2.1649;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1121;436144;FPLS01008200.4.1227;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1122;436429;MCFD01000222.4310.6124;Kickxellomycotina;Kickxellales;Kickxellales;Linderina;Linderina;Linderina pennispora
1123;436672;MCGO01000014.639351.640553;Incertae Sedis;Chytridiales;Chytridiales;Rhizoclosmatium;Rhizoclosmatium;Rhizoclosmatium globosum
1124;436698;MCGO01000275.40576.42362;Incertae Sedis;Chytridiales;Chytridiales;Rhizoclosmatium;Rhizoclosmatium;Rhizoclosmatium globosum
1125;437750;MCGT01000103.1846.3189;Mucoromycotina;Mucorales;Mucorales;Hesseltinella;Hesseltinella;Hesseltinella vesiculosa
1126;440155;FJ157331.1.1663;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured eukaryote;uncultured;uncultured eukaryote
1127;440753;EF024768.1.1790;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Eimeriidae
1128;441022;ASRE01027869.1385.2732;Incertae Sedis;Neocallimastigales;Neocallimastigales;Pecoramyces;Orpinomyces;Orpinomyces sp. C1A
1129;441102;JNDN01001022.505.2325;Mucoromycotina;Mucorales;Mucorales;Syncephalastrum;Syncephalastrum;Syncephalastrum racemosum B6101
1130;441808;FPLS01009102.46.1261;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1131;446574;MCGT01000083.9724.11537;Mucoromycotina;Mucorales;Mucorales;Hesseltinella;Hesseltinella;Hesseltinella vesiculosa
1132;446758;ASRE01015861.837.2630;Incertae Sedis;Neocallimastigales;Neocallimastigales;Orpinomyces sp. C1A;Orpinomyces;Orpinomyces sp. C1A
1133;446988;KX771765.1.1742;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured eukaryote
1134;447615;MCOG01000947.965.2761;Incertae Sedis;Neocallimastigales;Neocallimastigales;Neocallimastix;Neocallimastix;Neocallimastix californiae
1135;448616;KU359435.1.1720;Kickxellomycotina;Kickxellales;Kickxellales;uncultured fungus;uncultured;uncultured fungus
1136;448739;LC222925.1.1715;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured eukaryote
1137;451524;KM870669.1.1731;Incertae Sedis;Chytridiales;Chytridiales;uncultured eukaryote;uncultured;uncultured eukaryote
1138;452869;KU359470.1.1773;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured fungus
1139;452982;FPLS01041703.1.1356;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1140;452986;KX533185.1.1341;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured marine eukaryote;uncultured;uncultured marine eukaryote
1141;456574;ACOE01000320.653.1907;Incertae Sedis;Spizellomycetales;Spizellomycetales;Spizellomyces;Spizellomyces;Spizellomyces punctatus DAOM BR117
1142;456577;ACDU01008455.76250.77993;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1143;456579;FPLL01003425.73.1332;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1144;456881;AGBC01000333.413.2024;Mucoromycotina;Mucorales;Mucorales;Rhizomucor;Rhizomucor;Rhizomucor miehei CAU432
1145;457240;FPLS01057921.5.1244;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1146;460996;JNDM01000989.2.1805;Mucoromycotina;Mucorales;Mucorales;Mucor circinelloides B8987;Mucor;Mucor circinelloides B8987
1147;464312;ACDU01008455.64559.66291;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1148;464503;FPLS01004339.8.1251;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1149;464921;FPLL01001096.9.1797;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1150;465091;FPLL01004821.8.1663;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1151;465484;FPLS01042740.8.1550;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1152;467397;FPLL01005244.3.1274;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1153;467469;FPLL01007192.14.1812;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1154;467566;FPLS01030657.18.1387;Glomeromycotina;Glomerales;Glomerales;Claroideoglomus;metagenome;
1155;468861;APFE030534828.1867.3653;Ascomycota;Sordariomycetes;Pinales;;Pinus;Pinus taeda (loblolly pine)
1156;469897;ASRE01017410.444.2254;Incertae Sedis;Neocallimastigales;Neocallimastigales;Orpinomyces sp. C1A;Orpinomyces;Orpinomyces sp. C1A
1157;472276;LC050422.1.1580;Mucoromycotina;Mucorales;Mucorales;Rhizopus;uncultured;uncultured Amylomyces
1158;473323;MCGN01000020.1103.2923;Mucoromycotina;Mucorales;Mucorales;Syncephalastrum;Syncephalastrum;Syncephalastrum racemosum
1159;473415;ACDU01008457.483.2353;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1160;474204;ACDU01008455.41119.42862;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1161;474757;FPLS01053685.6.1498;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1162;475142;LC222965.1.1550;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured eukaryote
1163;477045;ACDU01008455.17746.19468;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1164;477240;KU359434.1.1712;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured fungus
1165;477852;FPLS01029913.1.1267;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1166;478127;FPLS01048671.1.1234;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1167;478973;MCGT01000103.1542.2816;Mucoromycotina;Mucorales;Mucorales;Hesseltinella;Hesseltinella;Hesseltinella vesiculosa
1168;480810;KU359445.1.1781;Mucoromycotina;Endogonales;Endogonales;Endogone;uncultured;uncultured fungus
1169;481887;ACDU01008455.52810.54553;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1170;482071;FPLS01009768.9.1275;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;metagenome;
1171;482098;FPLS01019919.1.1513;Glomeromycotina;Glomerales;Glomerales;Claroideoglomus;metagenome;
1172;482259;FPLL01000999.12.1580;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1173;482802;FPLS01047101.13.1220;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1174;483569;FPLS01009691.12.1222;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1175;486409;ASRE01024964.14.1302;Incertae Sedis;Neocallimastigales;Neocallimastigales;Orpinomyces sp. C1A;Orpinomyces;Orpinomyces sp. C1A
1176;486630;ACDU01008445.505.2376;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1177;486970;FPLS01051204.13.1326;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;metagenome;
1178;488244;JNET01028240.4251.6013;Entomophthoromycotina;Basidiobolales;Basidiobolales;Basidiobolus;Basidiobolus;Basidiobolus heterosporus B8920
1179;489615;ASRE01025564.1.1200;Incertae Sedis;Neocallimastigales;Neocallimastigales;Pecoramyces;Orpinomyces;Orpinomyces sp. C1A
1180;490158;MCGE01000077.4315.6119;Mucoromycotina;Mucorales;Mucorales;Absidia;Absidia;Absidia repens
1181;491113;ACDU01008451.710.2580;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1182;491983;ADAG01001078.1100.2889;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;Mortierella;Mortierella alpina ATCC 32222
1183;492786;ASRE01026561.10.1585;Incertae Sedis;Neocallimastigales;Neocallimastigales;Orpinomyces sp. C1A;Orpinomyces;Orpinomyces sp. C1A
1184;492805;LAJJ01000008.411617.413391;Ascomycota;Leotiomycetes;Thelebolales;;Pseudogymnoascus;Pseudogymnoascus destructans
1185;492807;LKKR01000547.1066.2851;Ascomycota;Dothideomycetes;Mytilinidiales;Cenococcum geophilum 1.58;Cenococcum;Cenococcum geophilum 1.58
1186;494400;ACDU01008455.5986.7858;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1187;494408;FPLS01000438.1.1363;Glomeromycotina;Glomerales;Glomerales;Claroideoglomus;metagenome;
1188;494586;FPLL01004541.10.1662;Glomeromycotina;Glomerales;Glomerales;Claroideoglomus;metagenome;
1189;494776;FPLS01032461.8.1247;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1190;497463;JN705531.1.1314;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured microeukaryote;uncultured;uncultured microeukaryote
1191;497725;FPLS01057617.9.1578;Kickxellomycotina;Kickxellales;Kickxellales;Coemansia;metagenome;
1192;498342;MCFH01000027.7579.9372;Incertae Sedis;Neocallimastigales;Neocallimastigales;Piromyces;Piromyces;Piromyces finnis
1193;499026;ASRE01017634.14.1697;Incertae Sedis;Neocallimastigales;Neocallimastigales;Orpinomyces sp. C1A;Orpinomyces;Orpinomyces sp. C1A
1194;499059;LC050423.1.1579;Mucoromycotina;Mucorales;Mucorales;Rhizopus;uncultured;uncultured Amylomyces
1195;499413;LSSL01001007.6765.8726;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium mucronatum
1196;499893;ACDU01008455.29430.31173;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1197;500160;FPLS01044527.6.1306;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1198;500162;FPLS01045495.3.1229;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1199;501563;KU359436.1.1695;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured fungus
1200;504117;ACDU01008416.131.1814;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus ATCC 38327
1201;504859;KU359464.1.1773;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured fungus
1202;505472;FPLS01003336.8.1215;Glomeromycotina;Glomerales;Glomerales;Claroideoglomus;metagenome;
1203;505770;ASRE01020787.756.1958;Incertae Sedis;Neocallimastigales;Neocallimastigales;Pecoramyces;Orpinomyces;Orpinomyces sp. C1A
1204;507117;FPLS01036247.1.1227;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1205;507670;LVWK01001221.5488.7236;Mucoromycotina;Mucorales;Mucorales;Gongronella;Gongronella;Gongronella sp. w5
1206;507789;ASRE01017662.622.2046;Incertae Sedis;Neocallimastigales;Neocallimastigales;Pecoramyces;Orpinomyces;Orpinomyces sp. C1A
1207;508211;ASRE01020185.795.2403;Incertae Sedis;Neocallimastigales;Neocallimastigales;Orpinomyces sp. C1A;Orpinomyces;Orpinomyces sp. C1A
1208;508782;ASRE01020537.189.1426;Incertae Sedis;Neocallimastigales;Neocallimastigales;Orpinomyces sp. C1A;Orpinomyces;Orpinomyces sp. C1A
1209;510092;FPLL01005621.8.1282;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1210;510210;FPLS01061315.24.1339;Glomeromycotina;Glomerales;Glomerales;Glomus;metagenome;
1211;510453;ASRE01020427.119.1424;Incertae Sedis;Neocallimastigales;Neocallimastigales;Pecoramyces;Orpinomyces;Orpinomyces sp. C1A
1212;510491;LUVW01000002.45778.47642;Kickxellomycotina;Harpellales;Harpellales;Capniomyces;Capniomyces;Capniomyces stellatus
